air_temperature,process_temperature,temperature,rotational_speed,rpm,torque,tool_wear,vibration,pressure,current,operating_hours,failure
26.17,36.92,67.29,1357.0,1373.4,41.03,14.8,2.409,1.844,12.64,3157.8,0
28.09,38.65,63.09,1513.5,1460.9,38.69,100.8,1.325,6.639,19.14,1668.1,0
25.41,36.03,71.82,1947.6,1886.7,31.47,24.7,0.235,6.704,22.21,4451.4,0
26.47,38.32,63.74,3342.3,3311.4,18.55,5.0,1.101,7.167,9.67,3725.2,0
22.14,31.31,66.34,1582.4,1582.2,33.06,25.3,1.18,6.274,20.14,2151.2,0
30.3,40.91,64.01,1442.3,1513.3,41.99,80.4,3.72,6.809,10.03,3043.0,0
26.41,37.67,60.09,1007.2,849.1,50.86,94.9,4.058,5.516,15.49,2958.2,0
27.76,37.12,56.12,1246.1,1343.8,47.96,65.6,1.736,2.859,20.87,4695.3,0
29.77,39.02,67.64,1485.8,1435.0,37.2,47.3,1.848,4.784,11.03,3984.9,0
27.45,37.16,75.97,1965.3,1996.4,33.2,55.1,0.522,5.171,11.53,1239.4,0
29.74,40.06,78.08,1506.2,1548.1,38.2,13.3,2.353,5.123,20.14,274.3,0
24.37,32.96,63.21,2197.3,2169.3,30.25,71.2,0.208,4.412,4.27,5273.4,0
31.64,42.2,80.52,3089.2,3108.6,18.85,3.6,0.771,4.757,20.71,4542.2,0
29.02,37.62,62.09,2319.3,2291.9,24.55,33.8,1.037,6.49,9.7,4645.9,0
27.27,38.56,65.86,963.9,955.4,53.75,2.3,1.816,5.878,16.32,1911.6,0
29.7,40.21,60.0,987.8,922.8,58.57,61.4,0.479,4.188,9.6,2308.8,0
24.51,36.43,72.35,1309.7,1288.3,47.54,52.1,1.566,6.447,14.63,1042.1,0
26.27,36.94,60.77,1589.8,1650.6,39.42,6.8,0.443,5.761,12.43,3418.0,0
29.74,39.43,65.84,2256.0,2328.5,26.07,66.1,4.087,3.237,13.06,4462.0,0
23.12,32.32,62.55,1643.1,1616.9,38.39,179.6,0.867,5.69,11.46,5495.3,0
27.97,38.21,66.47,1415.8,1389.7,46.12,50.1,2.357,6.326,16.15,2117.7,0
27.91,37.88,61.7,1171.1,1115.0,48.3,35.5,1.22,4.195,13.08,5793.0,0
30.79,41.97,68.4,1386.3,1421.8,46.89,15.0,1.08,5.697,17.37,3955.6,0
23.68,32.76,50.37,1158.1,1165.4,52.1,92.8,2.407,3.967,16.03,940.1,0
30.07,42.09,70.39,879.1,863.9,59.43,46.8,0.857,4.465,14.74,5608.2,0
25.73,37.01,62.19,1504.1,1474.3,35.95,23.0,0.94,5.974,16.89,1243.6,0
25.96,35.75,70.43,842.3,870.2,68.05,66.3,1.169,7.63,15.31,1478.2,0
24.41,36.2,62.42,3305.8,3297.5,19.8,35.1,1.661,6.237,7.12,5615.8,0
24.67,33.89,63.21,1908.5,1936.9,32.22,15.5,1.182,4.3,16.47,4566.6,0
27.66,37.86,67.0,1353.6,1348.9,42.0,4.2,0.892,6.331,12.89,903.3,0
24.63,33.35,70.55,1368.0,1413.4,45.49,18.3,0.973,5.284,10.99,5487.9,0
28.33,40.18,71.91,1678.6,1710.3,38.18,106.6,1.475,7.064,10.13,3254.3,0
25.52,33.88,63.59,1718.7,1683.9,35.04,24.7,1.14,5.873,11.57,5700.6,0
24.42,32.98,62.97,875.1,863.0,62.03,21.1,9.185,4.431,18.22,4870.3,1
25.79,35.16,61.39,1819.4,1732.8,34.56,38.4,1.429,5.501,6.94,5270.9,0
27.52,38.85,71.33,1926.8,1944.3,29.81,20.0,1.505,5.442,17.28,1265.0,0
26.3,37.25,66.4,954.0,903.4,56.91,14.7,1.441,2.675,9.46,674.2,0
26.92,37.04,58.85,1286.5,1307.0,48.49,1.2,1.434,5.984,14.91,5490.7,0
28.24,39.26,71.23,1096.7,1043.9,50.95,35.1,0.698,9.053,22.35,2282.5,0
29.01,38.9,68.87,1358.9,1330.0,41.96,9.8,1.573,4.683,16.41,2233.3,0
26.23,36.65,66.95,2176.1,2112.7,26.24,0.7,2.153,1.215,12.81,808.5,0
24.76,36.41,71.68,1436.3,1500.4,40.85,23.9,0.655,4.788,8.11,2522.6,0
27.0,36.76,73.35,2475.5,2497.7,24.86,15.3,1.519,9.024,16.06,4227.2,0
27.79,37.02,71.54,1307.7,1331.1,42.42,13.0,2.603,3.901,11.74,5000.4,0
23.93,34.4,58.57,1318.3,1240.7,46.53,9.2,0.834,7.309,12.05,2973.0,0
25.07,35.81,61.48,1088.2,1074.8,50.75,17.0,1.137,4.388,23.57,112.3,0
25.41,35.52,61.12,1352.8,1380.7,39.08,7.0,2.219,5.956,14.6,3955.7,0
26.43,37.44,61.39,1336.9,1380.9,47.48,25.7,2.368,5.401,11.1,1786.8,0
25.33,35.13,61.74,2099.3,2077.2,30.96,33.2,1.305,4.086,13.81,1561.8,0
28.26,38.39,66.07,1307.0,1276.5,49.67,21.6,2.733,4.053,11.33,1068.4,0
23.64,34.01,68.45,1313.2,1268.3,46.75,74.6,0.295,7.172,13.77,912.8,0
23.69,33.98,69.49,1779.3,1826.0,32.0,9.3,0.636,7.493,12.73,4090.4,0
26.18,37.8,76.59,1185.6,1092.4,45.3,8.4,0.629,6.009,15.92,5178.7,0
26.5,36.87,67.43,1300.5,1307.8,50.9,4.3,0.368,4.17,13.33,4102.3,0
23.94,33.64,61.01,1313.3,1189.5,40.79,60.7,0.995,5.35,20.78,5600.5,0
25.64,36.16,78.36,1960.0,2002.6,31.77,30.5,1.444,5.178,19.27,5460.4,0
26.05,37.06,74.15,1484.1,1443.4,41.78,0.1,1.872,6.179,11.58,221.8,0
26.06,36.84,80.9,1224.6,1278.3,45.52,33.3,0.497,5.355,12.7,1628.5,0
27.15,37.87,64.07,1933.6,1878.9,31.7,94.1,1.053,4.697,11.38,2455.5,0
25.53,34.03,67.9,1898.4,1911.1,29.92,60.2,1.012,4.724,15.38,3346.5,0
29.81,37.31,70.97,1335.6,1360.1,45.22,42.0,8.906,6.058,19.13,4629.4,1
27.83,39.1,74.65,1266.8,1246.5,48.23,31.7,1.119,7.712,14.1,1178.8,0
25.24,35.67,62.97,871.9,786.9,61.5,39.6,2.789,8.182,20.39,2020.5,0
27.04,37.02,61.04,1310.1,1268.8,46.66,51.6,1.91,6.222,17.79,5312.6,0
27.1,37.79,65.63,2379.1,2338.1,27.91,3.5,3.221,5.882,17.74,5204.6,0
29.28,41.21,66.96,1063.6,1100.3,60.4,4.9,2.236,4.291,20.51,5717.4,0
25.65,37.06,61.55,1195.4,1183.6,50.55,75.6,1.595,5.079,15.9,4324.0,0
28.38,39.35,69.78,2940.0,2979.3,19.95,47.1,0.943,5.552,16.77,5597.1,0
26.93,36.05,68.11,2076.4,2156.0,29.7,10.0,2.822,6.955,16.42,130.2,1
29.83,39.08,62.87,1655.9,1553.6,35.08,26.3,2.061,5.17,14.66,387.5,0
29.43,37.05,68.11,1296.2,1306.4,48.38,69.1,4.598,4.875,13.68,3506.6,1
27.24,37.88,60.57,3342.3,3322.0,16.21,88.9,1.39,5.325,18.92,108.3,0
26.33,37.43,60.14,1401.4,1432.3,38.81,1.3,4.016,6.996,12.61,145.3,0
27.86,39.05,70.8,1240.4,1225.0,47.81,70.8,0.422,6.524,14.48,2632.1,0
26.49,37.16,66.27,3342.3,3345.5,11.66,26.4,0.768,5.991,19.57,1485.6,0
30.21,40.06,74.96,1151.7,1089.2,47.47,33.1,1.727,5.537,22.57,4913.9,0
27.01,36.44,70.14,1200.2,1154.8,48.67,40.7,0.557,4.566,22.24,5230.1,0
26.04,35.21,69.7,2073.4,2079.3,31.53,23.8,1.314,5.198,17.73,5852.1,0
25.93,35.77,68.49,2274.3,2198.9,28.47,68.6,2.75,4.776,16.0,5610.0,0
24.42,33.45,69.32,1992.7,1935.0,31.38,26.5,0.601,4.317,18.92,2496.2,0
27.96,39.72,80.23,3342.3,3350.8,13.28,55.1,1.101,4.506,12.57,493.2,0
25.21,33.91,57.69,1683.1,1685.3,36.74,31.5,0.769,5.249,15.13,2081.0,0
29.05,38.85,67.92,1370.8,1344.5,42.2,17.9,0.629,6.197,22.02,2441.7,0
24.26,32.33,56.51,2125.4,2113.8,27.81,3.7,0.926,5.608,15.65,1992.1,0
27.1,37.4,63.71,1056.3,1031.4,49.72,0.1,1.679,5.33,15.29,5757.6,0
29.15,39.15,61.85,1551.9,1533.8,41.03,10.0,1.006,6.045,14.82,1784.1,0
22.55,32.19,69.78,1379.1,1340.8,42.6,19.4,1.783,3.817,20.99,4934.0,0
30.89,39.95,65.64,1669.3,1592.6,35.98,20.2,1.614,2.468,16.15,5995.1,0
26.0,36.0,74.16,1239.1,1283.1,47.43,55.5,2.404,3.396,11.77,5786.8,0
27.13,36.59,64.79,1250.2,1277.3,52.91,141.5,1.925,6.325,13.39,1316.7,0
27.99,37.86,72.92,1749.5,1668.3,35.92,16.6,0.701,8.097,15.7,4884.0,0
28.3,40.26,73.22,1349.9,1288.8,47.61,21.9,1.426,5.036,10.43,5172.0,0
27.4,37.57,54.45,1305.4,1394.8,47.72,56.8,0.827,6.327,14.68,663.3,0
28.84,39.38,65.83,1347.7,1373.1,44.18,51.3,3.372,3.262,12.8,3461.0,0
27.89,37.42,55.19,1155.0,1214.2,56.77,58.2,4.052,3.35,9.54,3678.1,0
30.37,39.59,68.22,1657.0,1608.9,32.74,7.0,0.825,5.476,16.18,5367.5,0
27.89,37.87,76.37,1451.4,1490.5,35.78,25.0,4.463,7.73,18.0,1211.3,0
30.78,43.28,72.98,1944.9,1910.4,32.23,2.9,2.496,5.58,19.5,4215.9,0
28.65,38.36,67.49,1227.9,1172.6,47.25,31.7,1.452,3.178,14.96,450.3,0
23.24,33.6,70.39,1609.0,1618.5,37.28,0.8,5.812,4.784,13.36,3518.4,0
32.07,41.24,53.28,1645.4,1588.7,33.04,31.9,1.478,3.545,14.17,2258.2,0
25.7,32.95,51.95,937.5,916.5,56.63,27.4,4.59,6.528,23.55,4361.2,1
29.84,39.05,69.25,968.7,941.3,58.1,11.3,0.93,4.084,11.38,4463.4,0
26.9,39.28,61.48,1679.0,1562.1,36.71,0.3,1.004,7.103,14.74,4934.4,0
28.97,39.57,66.48,2239.6,2149.6,26.33,103.6,2.604,4.051,12.13,1372.2,0
25.47,37.11,67.69,992.6,1000.5,58.64,16.8,0.156,4.113,18.81,3276.1,0
28.1,37.75,71.76,1325.8,1292.0,44.71,46.7,2.232,7.969,12.89,1536.8,0
26.34,33.99,71.64,1369.1,1406.4,44.21,34.5,6.039,3.944,9.79,223.2,1
30.01,38.9,73.37,1492.6,1500.4,41.05,12.5,1.91,7.289,13.17,2361.7,0
27.73,38.12,67.26,2050.4,2042.8,32.0,51.1,1.812,4.147,15.75,5307.5,0
28.72,38.96,63.51,1500.3,1580.2,35.87,29.6,3.809,3.961,18.49,4405.9,0
22.52,32.51,74.63,1187.1,1211.2,46.78,3.8,3.476,6.828,19.29,2899.6,0
26.68,36.15,70.66,1688.7,1697.2,35.52,18.1,2.267,5.551,11.44,5665.5,0
27.67,38.61,63.36,1449.9,1478.8,44.33,14.9,1.907,3.904,13.27,5924.8,0
27.3,36.8,77.9,1523.3,1542.6,40.13,9.7,0.24,4.641,14.58,685.3,0
28.77,39.08,66.58,1846.8,1841.9,29.43,129.5,0.725,3.097,14.54,5075.5,0
26.12,36.31,70.93,1028.8,1039.9,56.21,5.7,1.357,3.253,8.57,2723.1,0
26.95,36.58,69.09,1403.5,1372.7,45.94,4.5,0.463,5.925,14.47,5724.8,0
29.21,38.33,65.09,1405.8,1443.1,43.31,52.1,1.007,4.281,11.9,3865.8,0
22.29,31.87,46.31,1318.0,1302.1,45.55,114.8,2.678,7.583,17.61,596.8,0
28.03,39.9,65.19,2683.7,2709.9,22.07,2.1,1.077,4.293,21.59,3249.3,0
26.18,37.29,76.81,1814.1,1791.4,35.07,2.6,1.719,3.753,17.28,3530.8,0
25.03,36.05,65.78,2196.1,2087.3,24.73,59.2,1.978,5.157,13.35,4564.3,0
27.52,36.74,75.94,1574.3,1589.8,41.25,72.3,2.127,4.635,14.46,5062.1,0
29.3,37.87,64.78,1400.0,1504.6,43.26,15.6,2.287,4.796,21.42,4785.6,0
28.93,40.02,71.98,1438.4,1393.3,41.41,15.8,2.291,4.048,8.34,442.5,0
26.58,37.48,70.91,1075.8,1067.8,51.79,17.8,0.208,5.699,15.8,4807.1,0
28.6,38.74,71.17,2251.5,2264.0,25.03,39.1,2.864,5.083,17.91,3173.3,0
28.59,38.22,68.16,1729.7,1747.9,32.01,48.1,1.782,7.157,19.9,1888.6,0
26.68,35.21,63.74,1444.4,1485.4,44.14,14.0,1.204,8.6,7.28,3325.3,0
25.46,36.33,53.05,1579.3,1557.8,42.64,3.4,1.053,4.484,11.55,1762.0,0
25.58,36.77,73.06,2058.0,2028.2,26.85,64.6,0.125,5.244,13.2,5665.4,0
28.53,37.85,81.25,1082.4,1031.0,51.97,43.6,0.551,9.114,14.01,4173.8,0
26.77,36.0,67.54,1121.8,1143.7,55.43,54.3,0.567,2.915,12.76,2450.4,0
24.76,36.0,67.56,1310.6,1350.5,44.26,31.5,0.576,7.763,13.69,1588.2,0
23.48,32.84,63.53,2544.6,2560.7,24.91,30.8,0.284,6.524,14.21,3449.1,0
28.51,40.29,54.66,1359.8,1366.2,41.6,18.9,2.212,2.857,14.54,1981.5,0
25.76,35.65,62.73,1444.9,1436.1,43.4,25.3,1.445,4.635,14.17,1330.0,0
27.51,37.12,67.24,1549.4,1608.5,37.28,71.4,1.501,8.342,17.07,985.2,0
29.33,39.37,73.79,1270.4,1351.1,53.47,24.9,3.304,6.124,19.67,403.9,0
24.23,33.85,56.93,1484.1,1476.3,38.84,3.8,0.307,4.551,21.54,3740.4,0
26.76,37.89,66.04,866.6,823.4,61.05,6.1,3.147,3.93,14.28,143.1,0
26.51,37.39,57.78,1280.0,1218.6,47.83,16.4,1.117,2.881,19.67,4994.2,0
27.61,38.7,75.89,1427.6,1467.4,42.76,38.5,2.442,5.892,15.81,439.5,0
29.33,39.51,69.65,1169.3,1112.6,49.2,49.8,0.159,7.202,10.54,4574.3,0
24.19,33.73,72.87,1130.1,1105.9,55.31,11.4,3.057,6.354,11.8,4102.5,0
27.99,37.98,61.48,1213.9,1180.4,48.99,29.4,0.45,5.37,18.91,3626.5,0
28.91,38.49,70.64,1430.7,1509.8,39.24,9.6,1.246,6.01,18.27,1258.3,0
26.48,37.94,66.69,1818.2,1860.1,33.4,22.8,3.298,5.083,19.86,641.3,0
26.58,37.58,68.25,1994.9,2064.8,28.78,26.8,1.957,6.326,15.97,99.3,0
27.69,37.6,61.97,3342.3,3324.5,15.59,40.8,1.271,3.086,10.12,5970.9,0
27.54,36.61,64.81,1324.3,1375.5,41.74,59.1,2.418,3.544,22.29,5799.6,0
28.01,39.56,74.2,1697.2,1738.4,36.12,3.7,1.105,4.412,15.21,2157.0,0
27.97,38.11,71.49,1561.1,1581.0,36.66,8.2,2.82,3.279,13.27,1202.7,0
24.89,34.76,58.58,1263.1,1231.6,50.29,16.4,1.568,7.862,10.31,2018.3,0
28.83,40.38,77.96,1500.5,1500.9,38.88,31.5,0.188,4.875,11.77,5429.8,0
29.18,38.67,72.82,969.5,992.4,58.95,7.3,1.145,5.361,17.53,4345.6,0
27.22,36.9,68.74,1785.5,1776.7,34.27,87.2,1.72,6.808,14.58,5062.4,0
23.86,33.63,51.38,1778.5,1747.3,30.29,2.5,2.082,4.437,7.45,716.7,0
26.62,35.3,67.06,2312.2,2399.9,27.42,16.2,2.602,3.157,12.34,3232.2,0
27.24,37.55,62.59,1360.1,1382.0,47.23,4.8,1.093,4.202,11.39,973.0,0
24.56,33.8,62.53,1041.1,1037.7,51.51,23.4,1.789,4.648,12.2,5203.2,0
26.13,35.56,61.41,1841.1,1879.1,34.06,42.8,0.835,5.844,15.56,2788.7,0
24.03,33.33,49.5,1898.2,1953.8,29.36,17.9,4.571,4.029,8.08,293.5,0
28.06,37.48,71.78,908.8,861.7,55.3,14.9,2.34,5.255,15.25,821.8,0
27.18,36.34,67.39,2480.6,2383.9,25.5,35.4,2.563,5.566,24.55,2872.6,0
23.56,33.81,62.15,1265.6,1281.8,50.1,14.9,3.518,5.092,11.98,1860.1,0
27.55,37.4,73.13,2004.2,2051.6,34.29,13.5,1.569,7.86,20.17,4222.5,0
26.74,36.78,67.46,1260.4,1320.6,43.97,21.5,3.401,6.03,12.82,5828.9,0
27.88,40.24,65.68,1175.2,1202.8,50.77,51.2,2.241,5.721,9.73,4587.2,0
26.07,35.91,75.26,1294.9,1236.2,44.76,43.6,2.286,7.204,5.29,3580.9,0
25.25,35.85,71.08,1734.3,1752.0,37.05,50.3,1.103,6.181,19.26,3552.7,0
25.31,36.03,64.94,1077.6,1109.3,53.96,55.7,2.848,1.89,16.19,3817.2,0
25.77,35.71,64.26,1497.1,1482.3,42.89,24.0,1.947,7.438,4.44,322.9,0
26.89,37.16,74.05,675.6,712.1,76.83,109.3,1.193,3.898,15.08,661.4,0
27.15,37.17,65.39,2842.8,2777.3,22.95,39.3,0.224,5.56,8.76,4086.8,0
26.47,36.67,73.2,2670.7,2748.8,22.8,74.4,1.683,3.968,23.81,2565.4,0
26.0,35.42,59.53,1044.4,1014.1,49.94,4.7,1.177,5.915,14.89,4445.4,0
26.15,35.65,72.88,1542.7,1464.2,39.68,6.7,1.25,4.039,13.37,2641.9,0
31.87,41.88,71.24,1222.6,1184.7,47.93,85.9,1.568,5.488,13.32,4470.6,0
25.31,33.34,67.03,2044.3,2080.6,29.02,2.6,2.546,6.763,16.39,4195.3,0
25.73,37.23,66.94,1531.8,1569.9,40.54,189.1,3.56,3.672,13.38,2016.6,0
33.44,45.6,69.05,1366.9,1373.7,44.57,0.4,2.952,4.048,10.5,4572.5,0
27.69,37.86,72.04,1893.2,1791.8,34.56,11.9,2.045,3.271,17.05,4814.4,0
24.09,34.76,63.19,1436.1,1385.7,42.32,18.0,2.112,7.803,11.28,5644.7,0
28.54,39.62,59.04,2199.2,2180.6,26.38,39.4,1.403,5.129,18.6,565.8,0
25.03,33.71,60.19,1465.6,1449.4,43.95,66.3,3.699,5.092,20.04,1036.7,0
28.67,39.6,63.11,1076.6,1018.1,54.45,140.9,0.736,4.046,13.51,5350.1,0
26.43,36.0,75.33,2137.7,2128.0,27.62,1.8,0.549,4.474,8.18,4278.4,0
25.97,38.26,70.1,2175.1,2223.3,27.02,7.2,1.124,2.453,13.75,5882.3,0
30.07,39.88,74.8,1179.4,1182.1,51.9,46.9,0.369,6.297,14.81,106.0,0
27.98,38.89,74.25,2376.5,2448.8,26.84,3.1,1.876,4.033,9.28,1778.8,0
28.8,38.62,61.33,1138.8,1135.2,48.41,8.7,6.984,5.45,6.7,484.7,0
27.72,39.92,74.3,1349.7,1421.9,40.55,24.1,4.355,5.982,6.84,5968.5,0
25.96,35.45,64.55,1689.6,1775.2,35.82,19.4,1.924,8.871,19.6,5326.2,0
28.07,39.24,60.91,1028.9,1047.6,54.67,4.8,0.481,3.444,18.19,377.8,0
29.27,39.9,72.36,1302.3,1309.2,49.28,9.6,2.655,5.603,9.58,3320.3,0
27.12,37.52,67.37,1369.0,1431.8,42.8,65.3,3.525,4.828,19.17,363.2,0
30.45,40.68,79.85,3167.0,3222.3,18.47,90.8,0.956,2.405,15.75,3928.4,0
28.55,37.88,59.54,1351.4,1337.0,47.12,4.6,1.749,9.262,16.42,1178.5,0
27.27,34.69,73.41,2024.9,2009.6,29.29,14.2,0.211,3.916,0.0,1133.9,0
27.35,38.43,66.19,1673.7,1696.1,37.79,1.9,2.054,5.566,11.93,3792.4,0
27.12,36.64,70.44,1306.8,1244.8,40.07,31.2,1.354,5.413,19.28,3335.2,0
24.35,35.52,59.46,1021.5,1044.9,58.97,31.6,0.696,5.916,5.87,1381.3,0
26.67,37.02,84.84,1513.5,1515.3,37.47,39.4,1.184,11.197,21.52,1896.6,0
27.29,38.49,69.77,2251.5,2197.7,25.77,19.3,0.897,5.861,17.69,2346.8,0
26.02,36.82,61.48,1032.0,1012.4,54.7,61.5,1.153,5.118,13.95,1359.7,0
27.53,35.06,63.4,1312.9,1338.1,47.26,29.7,4.909,6.915,12.08,478.0,1
26.89,37.51,58.69,1205.1,1195.2,47.63,43.0,0.756,5.561,18.05,240.3,0
28.4,38.05,69.96,999.2,1014.2,54.88,25.5,2.412,6.987,16.11,5513.3,0
28.18,39.34,62.32,939.0,974.6,57.23,29.6,2.404,7.068,13.56,5385.2,0
27.18,37.78,66.6,1996.5,2074.0,31.08,29.3,0.65,5.511,17.13,3302.2,0
24.12,34.72,59.2,2295.7,2277.7,26.09,15.4,5.326,6.379,10.48,3000.0,0
30.43,40.16,77.75,1332.3,1326.3,48.42,6.3,0.73,7.617,12.47,4933.2,0
26.57,35.65,75.27,1531.8,1540.3,37.38,253.0,1.891,5.468,13.48,5729.7,0
26.69,36.26,66.21,1636.3,1731.6,38.28,5.1,0.457,6.941,12.44,887.7,0
26.16,34.37,65.16,1963.7,2017.3,28.78,87.4,0.524,5.017,15.22,1928.0,0
25.87,35.28,65.23,1571.6,1528.0,45.84,48.2,2.751,6.115,14.2,5865.5,0
29.94,38.47,66.77,1224.9,1152.3,44.02,11.8,7.092,4.025,18.67,2297.3,1
29.62,38.18,68.58,1756.1,1820.4,38.45,21.0,3.993,4.023,16.37,3173.7,0
27.74,37.86,74.53,2218.4,2228.7,26.12,36.9,3.222,7.782,19.25,832.1,0
26.63,37.17,68.7,1056.7,1129.0,52.09,18.0,0.889,5.755,8.41,2671.2,0
28.09,38.06,65.32,1324.0,1400.3,42.56,30.3,2.977,5.326,19.23,4492.1,0
27.0,36.5,73.38,1129.4,1107.4,51.18,15.1,0.609,7.437,12.75,1682.7,0
26.47,35.52,62.53,3342.3,3339.7,18.97,30.4,1.547,6.47,11.77,780.5,0
27.53,37.21,59.66,1439.1,1477.4,40.57,17.3,2.39,5.311,11.71,78.2,0
25.97,35.15,59.46,1742.0,1702.5,32.83,17.5,1.533,4.849,11.19,2387.6,0
27.35,37.29,68.16,1520.4,1526.9,40.36,29.9,2.526,6.407,12.17,2368.6,0
27.26,35.74,63.66,1317.8,1309.2,49.43,86.5,9.295,6.921,17.61,2509.4,1
28.06,38.76,81.78,1364.7,1342.7,43.7,16.8,0.903,5.956,20.75,327.8,0
25.61,35.04,65.29,1349.3,1384.3,40.18,5.2,4.263,8.702,16.39,2327.2,0
28.27,38.65,67.08,1552.4,1549.3,40.13,26.6,2.509,4.338,11.56,4149.5,0
25.04,35.92,73.94,2491.6,2452.4,24.4,1.8,3.995,6.082,9.4,1308.1,0
25.7,36.03,63.64,1933.0,1980.6,30.93,24.2,3.185,5.105,13.23,3921.8,0
25.79,36.59,68.04,1196.2,1254.8,51.21,8.8,4.545,4.661,14.24,3850.7,0
24.71,32.64,73.31,1563.6,1612.8,34.94,209.3,6.114,5.264,12.44,2046.3,1
28.88,38.39,71.57,1181.2,1154.1,51.4,211.5,4.258,6.495,15.27,3443.8,1
24.91,36.01,73.59,1289.4,1311.1,48.26,4.9,2.565,4.375,13.73,30.2,0
25.45,35.96,63.45,1255.5,1263.6,48.79,12.3,1.552,4.344,20.49,5698.1,0
29.36,41.21,58.34,1394.0,1399.9,43.33,51.9,2.296,2.252,8.48,1242.3,0
25.71,37.41,65.87,1619.8,1647.4,35.64,125.7,2.548,7.084,15.12,5857.7,0
26.47,36.77,69.22,1469.6,1502.5,38.49,39.3,2.149,5.987,14.11,3346.3,0
24.83,34.57,78.33,1264.0,1343.5,46.4,41.2,0.736,6.709,16.56,1450.5,0
28.52,37.56,60.81,3049.9,3076.5,18.74,17.8,1.512,3.945,16.68,4742.6,0
28.54,38.07,75.58,1012.7,1033.1,52.44,18.8,0.22,5.907,20.12,4701.8,0
28.33,37.92,71.58,1693.5,1715.7,35.0,78.1,0.24,5.848,14.66,911.4,0
27.93,37.33,69.35,1760.7,1846.0,39.14,6.1,0.94,5.803,13.17,5799.2,0
27.0,36.08,65.85,1537.9,1471.4,39.22,0.0,0.521,4.831,16.32,1239.5,0
25.8,36.2,69.9,1457.5,1513.2,39.6,75.4,3.682,4.163,6.97,3986.8,0
25.22,36.92,68.93,2202.7,2232.3,26.86,14.0,1.965,6.098,15.01,5963.9,0
29.43,40.36,69.8,1375.1,1379.3,41.52,111.6,5.482,5.175,16.1,2195.7,0
28.38,38.06,65.21,1243.8,1263.2,45.94,17.3,1.602,5.171,15.26,517.9,0
25.46,36.48,71.08,3186.1,3259.2,19.56,77.0,2.066,4.06,13.05,2113.4,0
26.93,37.28,63.39,2365.7,2393.7,26.99,77.4,3.203,5.124,16.11,4864.1,0
26.25,36.21,60.59,1182.7,1213.1,48.96,42.4,3.521,7.358,15.75,2512.3,0
24.59,34.49,75.28,1323.5,1324.5,47.1,23.9,1.982,6.727,17.29,3771.6,0
27.21,37.01,60.69,1429.9,1475.8,42.99,10.6,0.464,5.731,16.87,5939.1,0
26.02,36.67,70.19,1674.2,1721.8,33.18,40.6,2.835,6.113,15.88,724.0,0
24.94,35.08,60.7,1269.0,1171.4,47.16,16.2,0.448,3.24,15.32,3604.7,0
23.89,33.16,62.92,2152.4,2171.1,27.97,10.1,1.939,8.387,13.21,867.0,0
23.72,32.95,68.04,1472.6,1601.6,38.63,17.5,0.513,8.71,16.93,5139.8,0
26.11,36.41,66.76,2258.7,2344.9,26.94,29.8,1.148,3.909,22.74,3879.4,0
26.68,37.11,64.22,1687.1,1745.9,38.38,27.6,1.212,5.044,18.94,1542.1,0
25.1,34.79,59.1,1791.8,1797.1,29.7,90.9,0.158,6.01,13.22,1844.5,0
28.15,37.02,58.52,1279.7,1343.1,47.56,53.9,5.501,6.169,10.77,3448.0,0
26.72,37.97,71.65,1365.7,1383.9,44.33,6.1,1.199,4.627,16.33,310.8,0
28.0,39.04,76.86,1900.6,1819.5,34.29,5.9,0.365,5.747,18.69,4549.9,0
26.48,34.5,63.84,1080.5,1078.4,50.9,10.5,3.643,6.82,14.69,1077.4,1
25.28,36.62,59.07,1808.4,1737.9,30.44,20.0,2.003,3.894,14.23,5659.3,0
27.08,36.87,75.56,1476.1,1477.2,39.65,9.8,0.648,5.026,13.37,3418.2,0
24.32,34.51,53.01,1722.9,1841.0,33.85,50.2,1.505,6.865,23.42,2077.5,0
27.93,39.07,69.94,1268.3,1238.7,47.42,54.2,0.065,7.272,15.65,1652.5,0
24.98,36.63,64.34,1343.0,1390.5,46.43,2.0,5.878,6.503,18.0,1472.9,0
28.69,39.69,83.59,1130.1,1063.4,53.02,40.9,2.89,6.52,10.78,3281.9,0
26.17,36.41,67.48,1592.3,1606.1,40.83,7.7,0.589,5.176,13.79,1036.2,0
28.98,37.6,66.79,3342.3,3264.4,10.4,33.3,3.914,5.145,23.5,864.6,0
24.6,32.58,59.39,1470.6,1405.8,35.69,11.8,1.359,5.745,14.75,4716.3,0
25.49,36.37,73.3,1134.9,1171.2,55.65,20.0,2.234,4.271,17.84,603.4,0
27.61,38.95,77.77,1615.5,1608.8,36.75,54.0,1.879,5.163,10.17,5416.2,0
29.19,38.38,53.61,2884.8,2881.3,20.82,1.9,2.199,5.615,15.06,899.1,0
30.18,39.91,74.58,1309.0,1309.8,44.49,20.4,1.322,7.737,6.95,187.7,0
26.93,36.38,69.03,1346.1,1240.3,45.24,26.4,1.256,8.47,12.95,1616.8,0
30.53,39.94,70.39,1868.7,1847.3,32.73,146.5,1.751,8.395,14.89,3516.1,0
26.27,37.35,80.13,1628.1,1627.9,37.53,253.0,1.029,3.776,19.03,5561.7,0
29.05,39.27,76.01,2005.7,2025.4,31.53,65.8,2.926,7.629,14.32,187.5,0
24.97,34.74,64.59,1352.7,1221.1,45.23,27.3,1.459,5.846,14.66,3837.9,0
